Reviews,Sentiment
mein mutmaeen hon cheez tasveer ke mutabiq thi bache iss se bohat sakoon se khelte hain masnoaat ka mawaad bhi bohat acha hai,1
kheema acha ur khoosurat hai mujhe sirf naap se masla hai aur yeh payadar ho ga bhi ke nhi,1
iss ki mayar kaafi behter hai qeemat ke lehaz se yeh parachute se bana hai bachon ke liye iss ke ander aur bahir jana bohat asan hai mere bachon ko kaafi pasand hai yeh,1
mayar aur safar ke lehaz se kaafi acha hai hifazati mayar ke lehaz se bhi behtareen hai,1
mayar acha hai kheema bhi acha hai,1
mein apne teeno bachon ke liye pichle  saal se istemaal kar rahi hon iss se na surkh daana hota hai ur na hay geela pan,-1
yeh bartan plastic ke bne hue hain ur bilkul mukhtalif hain tasveer ke lehaz se,0
cheez bilkul mukhtalif hai lekin phr bhi achi hai,1
mayar acha hai mein isko aik mahinay se istemaal kar rahi hon aur mujhe iss se koi bhi masla ny hua,1
qeemat ke mutabiq cheez bas theek hai lekin phr bhi mere bachon ko pasand hai,1
mil gaya bohat hay bura tajarba tha sara andar se toota hua hai ur bubble wrapping mein bandha bhi ny hua tha,-1
bilkul bhi acha nhi hai,0
jaisa socha tha waisa hi tha bohat acha hai,1
packing kharab thi lekin cheez achi thi mein sb ko tajveez karoon gi ke woh daraz se khaanay wali cheezain bhi mangwaya karein,1
qeemat bilklul theek hai cheez bohat achi hai,1
yeh bohat acha hai ur mera nawasa bahut khush hai,1
truck kharab hai kyun ke iss ke agay aur peche jane wala faail kharab hai,0
kaam qeemat mein acha khilona hai,1
truck ka mayar bilkul kharab hai aur bilkul bhi qeemat ke mutabiq nhi hai,-1
qeemat achi hai masnoaat bhi acha hai lekin iski pohanch sirf  meter hai,1
meri  sala beti ko bohat pasand aya,1
model car achi hai lekin mayar itna achi nahi hai aisay lgta nahi ke yeh bachon ke istemaal ko bardasht kar paye shakal kaafi achi hai lekin speed itni tez ny hai lekin phir bhi mere bache ko pasand hai,-1
jo bhi bacha aata hai pehlay iss khilonay ke sath khelta hai baad mein bakion ko dekhta hai mein mutmaeen hon mayar se,0
iss qeemat mein masnoaat ka mayar achi hai,1
qeemat ke mutabiq cheez bohat achi hai gari ka mayar bhi kaafi achi ur remote bhi bohat acha hai,1
qeemat ur gari ki khasoosiat theek hai lekin mayar bilkul bhi achi nahi hai ur remote mein agay ur peechay ke ilawa ur koi faail hay nahi hai yeh kya mazak hai,1
itni achi nahi hai jitna mein ne socha tha tezz hai lekin zayada dair tak chale ge nahi ur remote mein sirf agay ur peechay ke  hay faail hain,0
qeemat ke mutabiq achi hai khurdari zameen per nahi chal skti ur aasani se toot bhi sakti hai,1
qeemat bohat achi thi gari kaafi tezz hai lekin unko beech mein batterise dalny chahiye ti peela rang bhi bahut acha hai,1
drone bahut acha hai mein ne yeh khareed lia ab mein bahut khush hon,1
gaindein phati hui theen thori aur improvement ki zaroorat hai,-1
paison ke mutabiq achi thi aur bachon ko iss se khelna pasand hai,1
qeemat aur mayar dono hay achi theen,1
balls achi theen mein smjha rubber ki hon ge lekin yeh plastic ki theen inko aasani se dubaya kia ja sakta hai,-1
behtareen mayar ur tohfay ke liye shukriya mera matlab  lights aik motor ur aik propeller,1
dukandar bahut acha tha usne tohfa bhi sath bheja ur masnoaat bhi kaafi acha tha,0
dukandar ne mujhe tohfa bhi bheja,0
acha mayar hai kaafi acha kaam kar raha hai,1
behtareen mayar ka masnoaat hai bahut acha chal raha hai,1
mujhe dukandar acha laga usne mujhe order ke sath tohfa bhi bheja,0
aaj mujhe meri masnoaat mila aam sa mayar tha sara masnoaat plastic ka bana hua tha aisa muqami bazaar mein bhi mil jata hai,1
achi mayar ka masnoaat tha  mukhtalif rang thay ur ziplock bag bhi kaafi naram ur acha tha kisi aur se pehlay isko zaroor try karein,1
yeh jaali masnoaat hai asal hotwheels ny hain yeh,1
tasveer mein masnoaat ka mayar zayada acha nazar aa rahi hai,0
masnoaat itna acha nahi tha lekin qeemat ke lehaz se sahi hai,1
masnoaat ka mayar qeemat jo ke discount se pehlay thi us ke mutabiq nhi thi,0
yeh acha hai aur mujhe pasand aya,1
masnoaat acha tha lekin qeemat ke lehaz se mehnga hai,1
behtareen masnoaat hai muft tarseel ke sath hai mere betay ko pasand aya hai,1
yeh bachon ke khelne ke liye acha khilona hai mayar ke lehaz se qeemat theek hai zayada arsa ny chale ga mein iss khareedaari se mutmaeen hon,1
mere khayal se itni qeemat mein yeh gari achi hai,1
itni qeemat mein yeh khilona zabardast hai,1
yeh bohat acha ur achay waqt mein aa gaya,1
mein mutmaeen hon,0
aisi cheez pehlay kabhi nhi dekhi mere bhanja ko kaafi pasand hai ye,1
yeh kaafi mazedar hai istemaal mein mere bache isko behad pasand kerte hai,1
bohat kamal khilona hai,1
super jumping doggy bohat hi kamal khilona hai bachon ko masroof kerne ke liye yeh battery se chalta hai ulti kalabazi leta aur kaam bhi hilata aur yeh bilkul mehfooz khilona hai,1
yeh ek pyara aur mulaim sa khilona hai yeh idher udher ghoomta aur kalabazi bhi khata yeh bohat narm mawaad se bana hai aur iss ki achi baat yeh hai ke yeh kisi chotay purza se nahi bana bahir se mayar toh achi hai umeed hai under se bhi achi hogi,1
yeh cheez bas theek hai sahi tarah kalabazi nhi kha rahi,1
mera beta ko yeh behad pasand hai tafseel ke mutabiq bilkul theek hai,1
khobsorat khilona hai khasusan jab kalabazi khata shukriya daraz,1
achi cheez hai rang kaafi acha hain mazeed behter hota agar zayada rang hotay,1
mayar utni achi nhi hai jitni tasveer mein dikhayi gayi hai,1
mein in ki mayar se mutmaeen hon yeh kaafi naram aur halki hain in ke rung bohat dilkash hain mere bachon ne in ko apne kheema mein sajaya hua hai,1
mere bachon ko in gaindon se behat mohabbat hai unhon ne purana tub ko in gaindon se bhara hua hai mayar thori kaam hai mazeed behter hosakti thi,1
kuch janwar sahi tarah khara nahi horha aur tasveer ke mutabiq kaam hai mayar mazeed behter hosakti thi,-1
na itna bura hai na itna acha,0
gari ka kya naap hai,0
qeemat ke bilkul mutabiq hai behtareen mayar ka hai,1
yeh sirf haath se chal sakta hai,0
iss truck ki mayar itni achi nahi thi aglay din hi remote ki taarein bahir agyi khair iss qeemat mein theek thi bachon ka acha waqt guzar gayi,1
mere beta ko behad pasand hai yeh qeemat ka bilkul mutabiq hai,1
itnay qeemat mein yeh truck remote ke sath toh bohat acha hai bachon ko bohat pasand aya hai pura din khelte rehte hain iss se iske mawaad ki mayar bhi munasib hai haan ziada payeedar nahi hai lekin peson ke lehaz se acha hai kaafi pasand aya hai sbko,1
bari hi bekar mayar ka khilona tha tyron ka mayar bilkul hi fazool thi woh truck ka wazan bardasht hi nhi ker rha thay mere bachon ko bhi pasand nhi aya,-1
meri umeedon ke mutabiq chota tha aur remote taar wala tha khair qeemat ke lehaz se sahi tha,1
qeemat ke lehaz se itna bura nhi tha,-1
bohat umda mayar ka hai mujhe bohat pasand aya hai,1
bohat pyara khilona hai mere bacho iss se bohat pyar kerte hai aur yeh kalabaziyan aur bhonkta bhi hai iss ki chadar bohat mulaim aur saaf hai aur iss mein koi naukili cheez nahi hai bohat acha aur sasta hai,1
qeemat ke lehaz se bohat behtreeen hai,1
gariyon ko pasand kerne walay bachon ke liye bohat acha khilona hai qeemat bhi munasib hai,1
kaam qeemat mein bohat achi cheez hai aur katoti ke liye shukriya,1
acha hai mein ne yeh apna chotay bhai ke liye liya hai usko bohat pasand aya hai mayar munasib thi remote taar ke beghair hona chahiye tha,1
yeh khilona awla hai aur umeedon per utarta hai thora chalna mein halka hai lekin mayar achi hai peela rang bhi acha hai iska paison ke mutabiq bhi theek hai remote bhi sahi tarah kaam kerta hai,1
bilkul ajeeb sa plastic hai bachon ko bilkul pasand nhi aya,-1
mein mutmaeen hon iss khilona se mayar bohat achi thi sirf ek masla hai remote ki taar ki lambai bohat choti hai,1
mera betako iss khilona truck se bohat pasand hai us ko iss tarah ke khilona bohat acha lagta hai woh rozana apna bag mein rozana iss khilona se khelta hai iss qeemat mein yeh khilona bhi munasib hai,1
yeh acha khilona hai un tamam khilonon mein se jo daraz se maine khareede hain yeh achi mayar ka bana hua hai agarcha yeh sirf ek remote se chalne wala truck hai lekin iss ka remote taar wala hai khair iss qeemat mein yeh acha khilona hai,1
truch bohat umdah hai aur yeh mere beta ke kai khilonon mein se ek hai aur iss ki achi baat yeh hai ke yeh  saal ke bachon ke liye bana hai mein mutmaeen hon,1
mayar bohat kharab tha aur woh cheez mujhe nahi mili jo tasveer mein dikhayi gayi thi,-1
mayar bohat bohat acha tha print thora mukhtalif thay khair achi soda thi,1
design thora mukhtalif thay magar mayar behtareen tha,1
mein ne ne apne bhanjay ke liye tohfa mein khareeda usay kaafi pasand aya aur shauk se khelta hai iske sath mayar waghera mere hisaab se aam hai,1
yeh itna acha khilona bhi nhi hai mayar dikhne mein toh kaafi achi lagti lekin itni achi nhi hai yeh bohat acha hota agar yeh achay material se bana hota,1
pant bohat gandi thi na umeed ker dia hai daraz ne,1
bohat umda cheez hai bachon ke liye zaroor khareedain,1
print thori sy mukhtalif hain bot bohat pyari print hn ur kapra bhi comfortable hi,0
print mukhtalif hai aur cheez bhi bari bekar mayar ki hai,-1
mayar normal hai lekin mujhe du tights ek hi design ki mili hai jo ke bohat mayoosi wali baat hai tasveer ke mutabiq ek tight neela rang ki thi magar mujhe jo mili hai woh kala rang ki hai,-1
bari bekar t shirt hai ek hi dhulai ke baad farigh hogayi hai bilkul paison ka zaya hai,-1
ek hi dhulayi ke baad woh bhi hathon sey saara kala rang phel gaya aur bekar hogyi shirt,-1
mein hamesha bachon ka doodh daraz se khareedta ho yeh doodh bohat acha hai akhtamami date bhi kaafi door hai aur tarseel bhi bohat tazz hai,1
bilkul asal hai guarantee ke sath mere bache ko bohat pasand hai qeemat bhi munasib hai bazaar ke lehaz se,1
mere bache ne yeh doodh peya hai jab woh  mah ka tha bohat acha doodh hai,1
achi baat yeh hai ke ek hi din mein tarseel hogaya,1
qeemat prchon wali hai magar achi baat yeh hai ke yeh fresh aur achi packing mein milta ha daraz se,1
achi mayar hai achay zaiqa ke sath,1
bohat jaldi tarseel hua aur bohat awla mayar hai,1
nestle ne har maa ka itemaad haasil ker lia hai yeh best hai har bache ke liye yeh har lehaz se behter hai mere bache ko bhi iss se mohabbat hai,1
kaafi lazeez hai zaiqa mein mera bacha bohat khush hai iss naye zaiqa se,1
mujhe tasveer wali cheez nahi milli bekaar dukandar sahi cheez nahi bhejta,-1
daiper ka mayar behtareen hai pamper se bhi acha hai,1
bachon ke liye bohat achi cheez hai,1
bohat umdah hai meri bachi ko bohat pasand hai usko kheema ke under khelna acha lagta hai bahir le ker jana bhi asan hai,1
umdah aur behtareen mayar meri bachi ko bhi bohat pasand hai,1
mein puchna chahta hon iss khaima ka size kya hai   saal ke bache ke liye theek hai,0
jorne mein asan aur wazan mein halka hai bus chota hai sirf ek hi bacha khel sakta kaam se kaam itna hona chahiye tha ke du bache aram se khel sakein,1
gaindon alehda farokht ki ja rhi hain aur khaimay ke sath nahi jaisa ke tasweer mein dekhaya gaya hai khair kheema theek tha,1
cheez mukhtalif rung mein mili aur bari bekaar mayar ki thi,-1
cheez alag rung mein mili lekin achi mayar ki thi,1
cheez alag rung mein mili aur mayar bhi fazool tha,-1
bohat khobsorat chotay bag hai chotay bachon ke liye,1
bohat umdah mayar ka hai agarcha mujhe neela rang mein mila lekin mayar aur kapra bohat acha hai,1
mujhe yeh gulabi rang mein chahiye magar order kerna wali jaga per rang change kerne ki option nhi arhi,-1
jesa tasveeron mein dikhaya gaya waisa hi hai mein mutmaeen ho bohat achi mayar ka hai,1
sleeping bag bohat naram aur araamdeh kapra se bana hua hai bacha aram se iss mein sota hai kapray ki mayar bohat umdah hai aur dhoney ke baad kharab bhi nhi hua iss ka takiya bhi bache ke sar ke liye acha hai iska rung bhi bohat pyara hai,1
daraz ki taraf se achi mayar aur service farham ki ja rhi hai,1
bohat awla packing aur umdah cheez hai tarseel bhi acha waqt se hogayi hai,1
qeemat ke lehaz se kursi ki mayar itni achi nahi hai yeh dairpa bhi nhi lag rhi kyun ke iss ke plastic ka mayar bohat bekaar hai,-1
yeh pehli cheez hai jo ke maine daraz se khareedi hai acha experince rha aur kursi bhi bohat achi hai mere bache ko kaafi pasand hai,1
hamesha ki tarah awla cheez aur awla qeemat daraz ki taraf se,1
diapers bohat achay hai bohat jaldi mile hai zayada khareedon ga,1
tarseel bohat achi aur mayari thi daraz ki taraf se magar mayar mein thodi kami thi kyun ke kuch diapers leak ker raha thay,-1
qeemat kaafi zayada hai thori si qeemat kaam ki jiye,-1
masnoaat asal thi aur mayar bohat acha tha,1
black friday sale ke doran bhi tarseel waqt se hogayi,0
meri bhanji bohat khush hai iss ghar se kaafi halka hai aur paison ke lehaz se bhi acha hai,1
bhetreen cheez hai bachon ko behad pasand hai kushada aur mayar mein bhi achi hai,1
yeh rangeen gaindon ke sath nhi aya,0
bohat lazeez aur mayar bhi bohat acha hai,1
mere khyal mein yeh super kernal nahi hain mayar darmiyaana sa hai mein isko khareedne ka mashwara nhi desakta,-1
mujhe afsos se kehna parh rha hai yeh super kernal nhi hai mayar average hai meri umeed ke mutabiq nhi,1
mayar bas theek hai utni nhi jitni umeed ki hui thi,-1
super kernal nhi hai mayar kaafi bekaar hai saari biryani kharab hogai iss se,-1
naap chota hai bilkul sahi hai meri billi ke liye,1
milawat wala chawal hai supar karnel khalis ny,0
packing bohat achi thi aur qeemat bhi munasib thi,1
inho ne mujhe takreeban expire cheez bheji bohat buri baat hai,1
bari saaf aur shafaaf daalein hain bohat achi aur munasib hain packing bhi achi hai aur tarseel bhi tazz hai,1
pack order kiye thay ek dabba mein tarseel hue thay packing achi thi daalein saaf suthri thi mayar aur qeemat ke lehaz se bhi achi hai mein sab ko tajveez karoon ga ke woh yeh daalein khareedain,1
behtareen packing aur awla mayar aur tarseel bhi taiz,1
bohat saaf daalein qeemat bhi munasib aur mayar bhi umdah hai,1
awla masnoaat maine ek ka order kia tha aur mujhe ek ke sath ek muft mili,1
bohat awla chawal aur mayar bhi behtareen shukriya daraz,1
shukriya daraz chawalon ki behtareen tarseel ke liye,1
bohat awla chawal ek hi din mein mil gaye,-1
bazaar se qeemat munasib hai mein sab ko yeh tajveez karoon ga,1
behtareen mayar aur behtareen khidmat mein sab ko iss ki tajveez karoon ga,1
iss brand ki tamam masnoaats ka mayar awla hai shukriya vatani spices  and daraz pk,1
yeh bohat tazah packet hai mirchon ka iss ki bottle bhi achi tarah se band hai,1
awla mayar aur awla masnoaat mayar barkaraar rakho,0
masnoaat mayar aur istemaal mein bohat achi hai magar miqdar mein kaam hai,1
itni safeed aur mayar mein achi nhi hai bas theek hai,1
munasib qeemat mein bohat achi hai packing bhi achi hai,1
saaf suthri lazeez aur bohat achi cheez hai daraz se masala khareedna bohat acha rehta hai,1
masala bohat khalis aur saaf hai,1
packing bhi bohat awla thi shukriya,1
na itni achi hai na itni buri,0
mughal poooray basmati rice apni lazat aur khushbu mein aazmaaya hua aur poor aitemaad wala hai paison ke lehaz se behtareen hai,0
mughal economy bohat acha chawal hain in se bohat awla biryani aur pulao bantaa hai inka toota aur murakkab chawalon mei bhi achi khushbu hai,1
chawal achi mayar ke hai bazaar mein  rupay ke hain magar daraz se  ke mile,-1
achi mayar ke chawal hai qeemat bhi behtareen hai shukriya daraz,1
